,,법정동,비행불가능여부
3761,전라남도장성군서삼면,4688037026,0
3762,전라남도장성군장성읍,4688025024,0
3763,전라남도장성군진원면,4688031023,0
3764,전라남도장성군황룡면,4688036021,0
3765,전라남도장흥군관산읍,4680025326,1
3766,전라남도장흥군대덕읍,4680025623,0
3767,전라남도장흥군부산면,4680036023,0
3768,전라남도장흥군안양면,4680032024,1
3769,전라남도장흥군용산면,4680031023,1
3770,전라남도장흥군유치면,4680035036,0
3771,전라남도장흥군장동면,4680033025,1
3772,전라남도장흥군장평면,4680034021,1
3773,전라남도장흥군장흥읍,4680025023,0
3774,전라남도장흥군회진면,4680037022,1
3775,전라남도진도군고군면,4690032027,1
3776,전라남도진도군군내면,4690031028,1
3777,전라남도진도군의신면,4690033025,1
3778,전라남도진도군임회면,4690034026,1
3779,전라남도진도군조도면,4690036025,1
3780,전라남도진도군지산면,4690035021,1
3781,전라남도진도군진도읍,4690025025,1
3782,전라남도함평군나산면,4686036021,0
3783,전라남도함평군대동면,4686035026,1
3784,전라남도함평군손불면,4686031025,1
3785,전라남도함평군신광면,4686032030,1
3786,전라남도함평군엄다면,4686034021,1
3787,전라남도함평군월야면,4686038025,1
3788,전라남도함평군학교면,4686033026,1
3789,전라남도함평군함평읍,4686025022,1
3790,전라남도함평군해보면,4686037025,1
3791,전라남도해남군계곡면,4682038021,0
3792,전라남도해남군마산면,4682039021,1
3793,전라남도해남군문내면,4682042023,1
3794,전라남도해남군북일면,4682036023,0
3795,전라남도해남군북평면,4682035021,0
3796,전라남도해남군산이면,4682041026,1
3797,전라남도해남군삼산면,4682031028,0
3798,전라남도해남군송지면,4682034027,0
3799,전라남도해남군옥천면,4682037021,0
3800,전라남도해남군해남읍,4682025024,0
3801,전라남도해남군현산면,4682033025,0
3802,전라남도해남군화산면,4682032029,1
3803,전라남도해남군화원면,4682043022,1
3804,전라남도해남군황산면,4682040025,1
3805,전라남도화순군능주면,4679035023,0
3806,전라남도화순군도곡면,4679036022,0
3807,전라남도화순군도암면,4679037025,0
3808,전라남도화순군동면,4679042032,0
3809,전라남도화순군동복면,4679040021,0
3810,전라남도화순군백아면,4679039530,0
3811,전라남도화순군사평면,4679041521,1
3812,전라남도화순군이서면,4679038027,0
3813,전라남도화순군이양면,4679034029,1
3814,전라남도화순군청풍면,4679033031,1
3815,전라남도화순군춘양면,4679032021,1
3816,전라남도화순군한천면,4679031023,1
3817,전라남도화순군화순읍,4679025031,0
3818,전라북도고창군고수면,4579031023,0
3819,전라북도고창군고창읍,4579025022,0
3820,전라북도고창군공음면,4579034026,1
3821,전라북도고창군대산면,4579038025,1
3822,전라북도고창군무장면,4579033022,1
3823,전라북도고창군부안면,4579043021,1
3824,전라북도고창군상하면,4579035026,1
3825,전라북도고창군성내면,4579041021,0
3826,전라북도고창군성송면,4579037026,1
3827,전라북도고창군신림면,4579042021,0
3828,전라북도고창군심원면,4579039028,1
3829,전라북도고창군아산면,4579032025,1
3830,전라북도고창군해리면,4579036021,1
3831,전라북도고창군흥덕면,4579040022,0
3832,전라북도군산시개복동,4513011700,0
3833,전라북도군산시개사동,4513015000,0
3834,전라북도군산시개정동,4513013900,0
3835,전라북도군산시개정면,4513036024,0
3836,전라북도군산시경암동,4513013600,0
3837,전라북도군산시경장동,4513013500,0
3838,전라북도군산시구암동,4513013700,0
3839,전라북도군산시금광동,4513010700,0
3840,전라북도군산시금동,4513010300,0
3841,전라북도군산시금암동,4513013100,0
3842,전라북도군산시나운동,4513014400,0
3843,전라북도군산시나포면,4513038023,0
3844,전라북도군산시내초동,4513015200,0
3845,전라북도군산시내흥동,4513013800,0
3846,전라북도군산시대명동,4513012700,0
3847,전라북도군산시대야면,4513035022,0
3848,전라북도군산시동흥남동,4513013200,0
3849,전라북도군산시둔율동,4513011300,0
3850,전라북도군산시명산동,4513011500,0
3851,전라북도군산시문화동,4513011000,0
3852,전라북도군산시미룡동,4513014500,0
3853,전라북도군산시미원동,4513012900,0
3854,전라북도군산시미장동,4513014200,0
3855,전라북도군산시비응도동,4513014800,0
3856,전라북도군산시사정동,4513014000,0
3857,전라북도군산시산북동,4513015100,0
3858,전라북도군산시삼학동,4513011100,0
3859,전라북도군산시서수면,4513034021,0
3860,전라북도군산시서흥남동,4513013300,0
3861,전라북도군산시선양동,4513011200,0
3862,전라북도군산시성산면,4513037023,0
3863,전라북도군산시소룡동,4513014600,0
3864,전라북도군산시송창동,4513011600,0
3865,전라북도군산시송풍동,4513010900,0
3866,전라북도군산시수송동,4513014100,0
3867,전라북도군산시신관동,4513014900,0
3868,전라북도군산시신영동,4513012300,0
3869,전라북도군산시신창동,4513010500,0
3870,전라북도군산시신풍동,4513010800,0
3871,전라북도군산시신흥동,4513010200,0
3872,전라북도군산시영동,4513012200,0
3873,전라북도군산시영화동,4513011900,0
3874,전라북도군산시오룡동,4513010600,0
3875,전라북도군산시오식도동,4513014700,0
3876,전라북도군산시옥구읍,4513025026,0
3877,전라북도군산시옥도면,4513039026,0
3878,전라북도군산시옥산면,4513031021,0
3879,전라북도군산시옥서면,4513040021,0
3880,전라북도군산시월명동,4513010400,0
3881,전라북도군산시임피면,4513033021,0
3882,전라북도군산시장미동,4513012000,0
3883,전라북도군산시장재동,4513012800,0
3884,전라북도군산시조촌동,4513013400,0
3885,전라북도군산시죽성동,4513012400,0
3886,전라북도군산시중동,4513013000,0
3887,전라북도군산시중앙로1가,4513011800,0
3888,전라북도군산시중앙로2가,4513012100,0
3889,전라북도군산시중앙로3가,4513012600,0
3890,전라북도군산시지곡동,4513014300,0
3891,전라북도군산시창성동,4513011400,0
3892,전라북도군산시평화동,4513012500,0
3893,전라북도군산시해망동,4513010100,0
3894,전라북도군산시회현면,4513032023,0
3895,전라북도김제시갈공동,4521011100,0
3896,전라북도김제시검산동,4521010400,0
3897,전라북도김제시공덕면,4521038021,0
3898,전라북도김제시광활면,4521046021,0
3899,전라북도김제시교동,4521010900,0
3900,전라북도김제시금구면,4521042021,0
3901,전라북도김제시금산면,4521045022,0
3902,전라북도김제시난봉동,4521011700,0
3903,전라북도김제시도장동,4521012800,0
3904,전라북도김제시만경읍,4521025021,0
3905,전라북도김제시명덕동,4521012600,0
3906,전라북도김제시백구면,4521035026,0
3907,전라북도김제시백산면,4521033021,0
3908,전라북도김제시백학동,4521010600,0
3909,전라북도김제시복죽동,4521011900,0
3910,전라북도김제시봉남면,4521043021,0
3911,전라북도김제시부량면,4521036021,0
3912,전라북도김제시상동동,4521011400,0
3913,전라북도김제시서암동,4521010700,0
3914,전라북도김제시서정동,4521012900,0
3915,전라북도김제시성덕면,4521040021,0
3916,전라북도김제시순동,4521010500,0
3917,전라북도김제시신곡동,4521010800,0
3918,전라북도김제시신덕동,4521012200,0
3919,전라북도김제시신월동,4521012400,0
3920,전라북도김제시신풍동,4521010200,0
3921,전라북도김제시양전동,4521013000,0
3922,전라북도김제시연정동,4521012500,0
3923,전라북도김제시오정동,4521011800,0
3924,전라북도김제시옥산동,4521011000,0
3925,전라북도김제시요촌동,4521010100,0
3926,전라북도김제시용동,4521010300,0
3927,전라북도김제시용지면,4521034021,0
3928,전라북도김제시월봉동,4521012300,0
3929,전라북도김제시월성동,4521011500,0
3930,전라북도김제시입석동,4521012000,0
3931,전라북도김제시장화동,4521012100,0
3932,전라북도김제시제월동,4521012700,0
3933,전라북도김제시죽산면,4521032021,0
3934,전라북도김제시진봉면,4521041021,0
3935,전라북도김제시청하면,4521039021,0
3936,전라북도김제시하동,4521011200,0
3937,전라북도김제시황산동,4521011600,0
3938,전라북도김제시황산면,4521044021,0
3939,전라북도김제시흥사동,4521011300,0
3940,전라북도남원시갈치동,4519012000,1
3941,전라북도남원시고죽동,4519011800,1
3942,전라북도남원시광치동,4519011300,1
3943,전라북도남원시금동,4519010600,1
3944,전라북도남원시금지면,4519035021,1
3945,전라북도남원시내척동,4519011400,1
3946,전라북도남원시노암동,4519012100,1
3947,전라북도남원시대강면,4519036028,1
3948,전라북도남원시대산면,4519037026,1
3949,전라북도남원시덕과면,4519039024,1
3950,전라북도남원시도통동,4519011600,1
3951,전라북도남원시동충동,4519010100,1
3952,전라북도남원시보절면,4519040025,1
3953,전라북도남원시사매면,4519038027,1
3954,전라북도남원시산곡동,4519011500,1
3955,전라북도남원시산내면,4519046023,1
3956,전라북도남원시산동면,4519041024,1
3957,전라북도남원시송동면,4519033027,1
3958,전라북도남원시수지면,4519032025,1
3959,전라북도남원시식정동,4519011900,1
3960,전라북도남원시신정동,4519010900,1
3961,전라북도남원시신촌동,4519012300,1
3962,전라북도남원시쌍교동,4519010400,1
3963,전라북도남원시아영면,4519045025,1
3964,전라북도남원시어현동,4519012200,1
3965,전라북도남원시왕정동,4519010800,1
3966,전라북도남원시용정동,4519011200,1
3967,전라북도남원시운봉읍,4519025029,1
3968,전라북도남원시월락동,4519011700,1
3969,전라북도남원시이백면,4519042029,1
3970,전라북도남원시인월면,4519047023,1
3971,전라북도남원시조산동,4519010700,1
3972,전라북도남원시주생면,4519034026,1
3973,전라북도남원시주천면,4519031026,1
3974,전라북도남원시죽항동,4519010300,1
3975,전라북도남원시천거동,4519010500,1
3976,전라북도남원시하정동,4519010200,1
3977,전라북도남원시향교동,4519011100,1
3978,전라북도남원시화정동,4519011000,1
3979,전라북도무주군무주읍,4573025021,1
3980,전라북도무주군무풍면,4573031021,1
3981,전라북도무주군부남면,4573035022,1
3982,전라북도무주군설천면,4573032024,1
3983,전라북도무주군안성면,4573034021,1
3984,전라북도무주군적상면,4573033022,1
3985,전라북도부안군계화면,4580034022,0
3986,전라북도부안군동진면,4580032021,0
3987,전라북도부안군백산면,4580038030,0
3988,전라북도부안군변산면,4580036025,1
3989,전라북도부안군보안면,4580035021,1
3990,전라북도부안군부안읍,4580025021,0
3991,전라북도부안군상서면,4580039022,0
3992,전라북도부안군위도면,4580042021,1
3993,전라북도부안군주산면,4580031025,0
3994,전라북도부안군줄포면,4580041021,0
3995,전라북도부안군진서면,4580037024,1
3996,전라북도부안군하서면,4580040022,0
3997,전라북도부안군행안면,4580033025,0
3998,전라북도순창군구림면,4577040021,1
3999,전라북도순창군금과면,4577034035,1
4000,전라북도순창군동계면,4577032021,1
4001,전라북도순창군복흥면,4577037031,0
4002,전라북도순창군순창읍,4577025022,1
4003,전라북도순창군쌍치면,4577036033,0
4004,전라북도순창군유등면,4577039023,1
4005,전라북도순창군인계면,4577031022,1
4006,전라북도순창군적성면,4577038024,1
4007,전라북도순창군팔덕면,4577035022,1
4008,전라북도순창군풍산면,4577033021,1
4009,전라북도완주군경천면,4571041023,1
4010,전라북도완주군고산면,4571036021,1
4011,전라북도완주군구이면,4571035025,1
4012,전라북도완주군동상면,4571040021,1
4013,전라북도완주군봉동읍,4571025328,1
4014,전라북도완주군비봉면,4571037022,1
4015,전라북도완주군삼례읍,4571025021,1
4016,전라북도완주군상관면,4571032021,1
4017,전라북도완주군소양면,4571034024,1
4018,전라북도완주군용진읍,4571025624,1
4019,전라북도완주군운주면,4571038021,1
4020,전라북도완주군이서면,4571033026,0
4021,전라북도완주군화산면,4571039021,1
4022,전라북도익산시갈산동,4514010700,0
4023,전라북도익산시금강동,4514012500,0
4024,전라북도익산시금마면,4514040021,0
4025,전라북도익산시남중동,4514011300,0
4026,전라북도익산시낭산면,4514037021,0
4027,전라북도익산시덕기동,4514012800,0
4028,전라북도익산시동산동,4514011100,0
4029,전라북도익산시마동,4514011200,0
4030,전라북도익산시만석동,4514011800,0
4031,전라북도익산시망성면,4514038021,0
4032,전라북도익산시모현동1가,4514011400,0
4033,전라북도익산시모현동2가,4514011500,0
4034,전라북도익산시목천동,4514011700,0
4035,전라북도익산시부송동,4514013400,0
4036,전라북도익산시삼기면,4514043021,0
4037,전라북도익산시석암동,4514013600,0
4038,전라북도익산시석왕동,4514012900,0
4039,전라북도익산시석탄동,4514012600,0
4040,전라북도익산시성당면,4514035021,0
4041,전라북도익산시송학동,4514011600,0
4042,전라북도익산시신동,4514012100,0
4043,전라북도익산시신용동,4514012000,0
4044,전라북도익산시신흥동,4514012400,0
4045,전라북도익산시어양동,4514012300,0
4046,전라북도익산시여산면,4514039021,1
4047,전라북도익산시영등동,4514012200,0
4048,전라북도익산시오산면,4514031024,0
4049,전라북도익산시왕궁면,4514041022,1
4050,전라북도익산시용동면,4514044024,0
4051,전라북도익산시용안면,4514036021,0
4052,전라북도익산시용제동,4514013500,0
4053,전라북도익산시웅포면,4514034022,0
4054,전라북도익산시월성동,4514013300,0
4055,전라북도익산시은기동,4514013000,0
4056,전라북도익산시인화동1가,4514010900,0
4057,전라북도익산시인화동2가,4514011000,0
4058,전라북도익산시임상동,4514013200,0
4059,전라북도익산시정족동,4514013100,0
4060,전라북도익산시주현동,4514010800,0
4061,전라북도익산시중앙동1가,4514010300,0
4062,전라북도익산시중앙동2가,4514010400,0
4063,전라북도익산시중앙동3가,4514010500,0
4064,전라북도익산시창인동1가,4514010100,0
4065,전라북도익산시창인동2가,4514010200,0
4066,전라북도익산시춘포면,4514042032,0
4067,전라북도익산시팔봉동,4514012700,0
4068,전라북도익산시평화동,4514010600,0
4069,전라북도익산시함라면,4514033021,0
4070,전라북도익산시함열읍,4514025021,0
4071,전라북도익산시현영동,4514011900,0
4072,전라북도익산시황등면,4514032021,0
4073,전라북도임실군강진면,4575039023,1
4074,전라북도임실군관촌면,4575038026,1
4075,전라북도임실군덕치면,4575040028,1
4076,전라북도임실군삼계면,4575037028,1
4077,전라북도임실군성수면,4575034022,1
4078,전라북도임실군신덕면,4575036021,1
4079,전라북도임실군신평면,4575033024,1
4080,전라북도임실군오수면,4575035521,1
4081,전라북도임실군운암면,4575032026,1
4082,전라북도임실군임실읍,4575025022,1
4083,전라북도임실군지사면,4575041026,1
4084,전라북도임실군청웅면,4575031022,1
4085,전라북도장수군계남면,4574035025,1
4086,전라북도장수군계북면,4574036024,1
4087,전라북도장수군번암면,4574032028,1
4088,전라북도장수군산서면,4574031034,1
4089,전라북도장수군장계면,4574033521,1
4090,전라북도장수군장수읍,4574025021,1
4091,전라북도장수군천천면,4574034026,1
4092,전라북도전주시덕진구강흥동,4511114200,0
4093,전라북도전주시덕진구고랑동,4511114200,1
4094,전라북도전주시덕진구금상동,4511114200,1
4095,전라북도전주시덕진구금암동,4511114200,1
4096,전라북도전주시덕진구남정동,4511114200,0
4097,전라북도전주시덕진구덕진동1가,4511114200,1
4098,전라북도전주시덕진구덕진동2가,4511114200,1
4099,전라북도전주시덕진구도덕동,4511114200,0
4100,전라북도전주시덕진구도도동,4511114200,0
4101,전라북도전주시덕진구만성동,4511114200,1
4102,전라북도전주시덕진구반월동,4511114200,1
4103,전라북도전주시덕진구산정동,4511114200,1
4104,전라북도전주시덕진구성덕동,4511114200,0
4105,전라북도전주시덕진구송천동1가,4511114200,1
4106,전라북도전주시덕진구송천동2가,4511114200,1
4107,전라북도전주시덕진구여의동,4511114200,1
4108,전라북도전주시덕진구여의동2가,4511114200,1
4109,전라북도전주시덕진구용정동,4511114200,0
4110,전라북도전주시덕진구우아동1가,4511114200,1
4111,전라북도전주시덕진구우아동2가,4511114200,1
4112,전라북도전주시덕진구우아동3가,4511114200,1
4113,전라북도전주시덕진구원동,4511114200,0
4114,전라북도전주시덕진구인후동1가,4511114200,1
4115,전라북도전주시덕진구인후동2가,4511114200,1
4116,전라북도전주시덕진구장동,4511114200,1
4117,전라북도전주시덕진구전미동1가,4511114200,1
4118,전라북도전주시덕진구전미동2가,4511114200,1
4119,전라북도전주시덕진구중동,4511114200,1
4120,전라북도전주시덕진구진북동,4511114200,1
4121,전라북도전주시덕진구팔복동1가,4511114200,1
4122,전라북도전주시덕진구팔복동2가,4511114200,1
4123,전라북도전주시덕진구팔복동3가,4511114200,1
4124,전라북도전주시덕진구팔복동4가,4511114200,1
4125,전라북도전주시덕진구호성동1가,4511114200,1
4126,전라북도전주시덕진구호성동2가,4511114200,1
4127,전라북도전주시덕진구호성동3가,4511114200,1
4128,전라북도전주시덕진구화전동,4511114200,0
4129,전라북도전주시완산구경원동1가,4511114200,1
4130,전라북도전주시완산구경원동2가,4511114200,1
4131,전라북도전주시완산구경원동3가,4511114200,1
4132,전라북도전주시완산구고사동,4511114200,1
4133,전라북도전주시완산구교동,4511114200,1
4134,전라북도전주시완산구남노송동,4511114200,1
4135,전라북도전주시완산구다가동1가,4511114200,1
4136,전라북도전주시완산구다가동2가,4511114200,1
4137,전라북도전주시완산구다가동3가,4511114200,1
4138,전라북도전주시완산구다가동4가,4511114200,1
4139,전라북도전주시완산구대성동,4511114200,1
4140,전라북도전주시완산구동서학동,4511114200,1
4141,전라북도전주시완산구동완산동,4511114200,1
4142,전라북도전주시완산구삼천동1가,4511114200,1
4143,전라북도전주시완산구삼천동2가,4511114200,1
4144,전라북도전주시완산구삼천동3가,4511114200,1
4145,전라북도전주시완산구상림동,4511114200,1
4146,전라북도전주시완산구색장동,4511114200,1
4147,전라북도전주시완산구서노송동,4511114200,1
4148,전라북도전주시완산구서서학동,4511114200,1
4149,전라북도전주시완산구서신동,4511114200,1
4150,전라북도전주시완산구서완산동1가,4511114200,1
4151,전라북도전주시완산구서완산동2가,4511114200,1
4152,전라북도전주시완산구석구동,4511114200,1
4153,전라북도전주시완산구용복동,4511114200,1
4154,전라북도전주시완산구원당동,4511114200,1
4155,전라북도전주시완산구전동,4511114200,1
4156,전라북도전주시완산구전동3가,4511114200,1
4157,전라북도전주시완산구중노송동,4511114200,1
4158,전라북도전주시완산구중앙동1가,4511114200,1
4159,전라북도전주시완산구중앙동2가,4511114200,1
4160,전라북도전주시완산구중앙동3가,4511114200,1
4161,전라북도전주시완산구중앙동4가,4511114200,1
4162,전라북도전주시완산구중인동,4511114200,1
4163,전라북도전주시완산구중화산동1가,4511114200,1
4164,전라북도전주시완산구중화산동2가,4511114200,1
4165,전라북도전주시완산구태평동,4511114200,1
4166,전라북도전주시완산구평화동1가,4511114200,1
4167,전라북도전주시완산구평화동2가,4511114200,1
4168,전라북도전주시완산구평화동3가,4511114200,1
4169,전라북도전주시완산구풍남동1가,4511114200,1
4170,전라북도전주시완산구풍남동2가,4511114200,1
4171,전라북도전주시완산구풍남동3가,4511114200,1
4172,전라북도전주시완산구효자동1가,4511114200,1
4173,전라북도전주시완산구효자동2가,4511114200,1
4174,전라북도전주시완산구효자동3가,4511114200,1
4175,전라북도정읍시감곡면,4518040024,0
4176,전라북도정읍시고부면,4518034025,0
4177,전라북도정읍시공평동,4518012500,0
4178,전라북도정읍시과교동,4518010900,0
4179,전라북도정읍시교암동,4518011600,0
4180,전라북도정읍시구룡동,4518012200,0
4181,전라북도정읍시금붕동,4518011200,0
4182,전라북도정읍시내장동,4518011900,0
4183,전라북도정읍시농소동,4518010600,0
4184,전라북도정읍시덕천면,4518036024,0
4185,전라북도정읍시망제동,4518012600,0
4186,전라북도정읍시부전동,4518011700,0
4187,전라북도정읍시북면,4518031021,0
4188,전라북도정읍시산내면,4518043025,1
4189,전라북도정읍시산외면,4518044022,1
4190,전라북도정읍시삼산동,4518011000,0
4191,전라북도정읍시상동,4518010300,0
4192,전라북도정읍시상평동,4518010800,0
4193,전라북도정읍시소성면,4518033023,0
4194,전라북도정읍시송산동,4518011300,0
4195,전라북도정읍시수성동,4518010100,0
4196,전라북도정읍시시기동,4518010400,0
4197,전라북도정읍시신월동,4518011400,0
4198,전라북도정읍시신정동,4518012700,0
4199,전라북도정읍시신태인읍,4518025021,0
4200,전라북도정읍시쌍암동,4518011800,0
4201,전라북도정읍시연지동,4518010500,0
4202,전라북도정읍시영원면,4518035021,0
4203,전라북도정읍시영파동,4518012000,0
4204,전라북도정읍시옹동면,4518041025,0
4205,전라북도정읍시용계동,4518012400,0
4206,전라북도정읍시용산동,4518011500,0
4207,전라북도정읍시이평면,4518037025,0
4208,전라북도정읍시입암면,4518032024,0
4209,전라북도정읍시장명동,4518010200,0
4210,전라북도정읍시정우면,4518038027,0
4211,전라북도정읍시진산동,4518011100,0
4212,전라북도정읍시칠보면,4518042025,0
4213,전라북도정읍시태인면,4518039030,0
4214,전라북도정읍시하모동,4518010700,0
4215,전라북도정읍시하북동,4518012100,0
4216,전라북도정읍시흑암동,4518012300,0
4217,전라북도진안군동향면,4572033021,1
4218,전라북도진안군마령면,4572037021,1
4219,전라북도진안군백운면,4572035021,1
4220,전라북도진안군부귀면,4572038021,1
4221,전라북도진안군상전면,4572034022,1
4222,전라북도진안군성수면,4572036021,1
4223,전라북도진안군안천면,4572032021,1
4224,전라북도진안군용담면,4572031025,1
4225,전라북도진안군정천면,4572039021,1
4226,전라북도진안군주천면,4572040021,1
4227,전라북도진안군진안읍,4572025022,1
4228,제주특별자치도서귀포시강정동,5013011600,0
4229,제주특별자치도서귀포시남원읍,5013025321,1
4230,제주특별자치도서귀포시대정읍,5013025022,0
4231,제주특별자치도서귀포시대포동,5013011400,0
4232,제주특별자치도서귀포시도순동,5013011700,0
4233,제주특별자치도서귀포시동홍동,5013010500,0
4234,제주특별자치도서귀포시법환동,5013010200,1
4235,제주특별자치도서귀포시보목동,5013011000,1
4236,제주특별자치도서귀포시상예동,5013012000,0
4237,제주특별자치도서귀포시상효동,5013010700,0
4238,제주특별자치도서귀포시색달동,5013011900,0
4239,제주특별자치도서귀포시서귀동,5013010100,1
4240,제주특별자치도서귀포시서호동,5013010300,0
4241,제주특별자치도서귀포시서홍동,5013010600,0
4242,제주특별자치도서귀포시성산읍,5013025924,1
4243,제주특별자치도서귀포시신효동,5013010900,1
4244,제주특별자치도서귀포시안덕면,5013031021,0
4245,제주특별자치도서귀포시영남동,5013012200,0
4246,제주특별자치도서귀포시월평동,5013011500,1
4247,제주특별자치도서귀포시중문동,5013011200,0
4248,제주특별자치도서귀포시토평동,5013011100,0
4249,제주특별자치도서귀포시표선면,5013032021,1
4250,제주특별자치도서귀포시하예동,5013012100,1
4251,제주특별자치도서귀포시하원동,5013011800,0
4252,제주특별자치도서귀포시하효동,5013010800,1
4253,제주특별자치도서귀포시호근동,5013010400,0
4254,제주특별자치도서귀포시회수동,5013011300,0
4255,제주특별자치도제주시건입동,5011010700,0
4256,제주특별자치도제주시구좌읍,5011025628,0
4257,제주특별자치도제주시내도동,5011014000,0
4258,제주특별자치도제주시노형동,5011012200,0
4259,제주특별자치도제주시도남동,5011012900,0
4260,제주특별자치도제주시도두이동,5011012800,0
4261,제주특별자치도제주시도두일동,5011012700,0
4262,제주특별자치도제주시도련이동,5011013100,0
4263,제주특별자치도제주시도련일동,5011013000,0
4264,제주특별자치도제주시도평동,5011013800,0
4265,제주특별자치도제주시봉개동,5011011600,0
4266,제주특별자치도제주시삼도이동,5011010600,0
4267,제주특별자치도제주시삼도일동,5011010500,0
4268,제주특별자치도제주시삼양삼동,5011011500,0
4269,제주특별자치도제주시삼양이동,5011011400,0
4270,제주특별자치도제주시삼양일동,5011011300,0
4271,제주특별자치도제주시아라이동,5011011800,0
4272,제주특별자치도제주시아라일동,5011011700,0
4273,제주특별자치도제주시애월읍,5011025334,0
4274,제주특별자치도제주시연동,5011013700,0
4275,제주특별자치도제주시영평동,5011013600,0
4276,제주특별자치도제주시오등동,5011013400,0
4277,제주특별자치도제주시오라삼동,5011012100,0
4278,제주특별자치도제주시오라이동,5011012000,0
4279,제주특별자치도제주시오라일동,5011011900,0
4280,제주특별자치도제주시외도이동,5011012400,0
4281,제주특별자치도제주시외도일동,5011012300,0
4282,제주특별자치도제주시용강동,5011013200,0
4283,제주특별자치도제주시용담삼동,5011011000,0
4284,제주특별자치도제주시용담이동,5011010900,0
4285,제주특별자치도제주시용담일동,5011010800,0
4286,제주특별자치도제주시우도면,5011033021,1
4287,제주특별자치도제주시월평동,5011013500,0
4288,제주특별자치도제주시이도이동,5011010400,0
4289,제주특별자치도제주시이도일동,5011010300,0
4290,제주특별자치도제주시이호이동,5011012600,0
4291,제주특별자치도제주시이호일동,5011012500,0
4292,제주특별자치도제주시일도이동,5011010200,0
4293,제주특별자치도제주시일도일동,5011010100,0
4294,제주특별자치도제주시조천읍,5011025923,1
4295,제주특별자치도제주시추자면,5011032021,0
4296,제주특별자치도제주시한경면,5011031028,0
4297,제주특별자치도제주시한림읍,5011025024,0
4298,제주특별자치도제주시해안동,5011013900,0
4299,제주특별자치도제주시화북이동,5011011200,0
4300,제주특별자치도제주시화북일동,5011011100,0
4301,제주특별자치도제주시회천동,5011013300,0
4302,충청남도계룡시금암동,4425010100,1
4303,충청남도계룡시두마면,4425031021,1
4304,충청남도계룡시신도안면,4425033021,1
4305,충청남도계룡시엄사면,4425031521,1
4306,충청남도공주시검상동,4415012400,0
4307,충청남도공주시계룡면,4415033022,1
4308,충청남도공주시교동,4415010600,1
4309,충청남도공주시금성동,4415010800,1
4310,충청남도공주시금학동,4415011000,1
4311,충청남도공주시금흥동,4415012100,1
4312,충청남도공주시동현동,4415012700,1
4313,충청남도공주시무릉동,4415011800,1
4314,충청남도공주시반죽동,4415010100,1
4315,충청남도공주시반포면,4415034021,1
4316,충청남도공주시봉정동,4415011100,0
4317,충청남도공주시봉황동,4415010200,1
4318,충청남도공주시사곡면,4415039021,0
4319,충청남도공주시산성동,4415010500,1
4320,충청남도공주시상왕동,4415011700,1
4321,충청남도공주시석장리동,4415012500,1
4322,충청남도공주시소학동,4415011600,1
4323,충청남도공주시송선동,4415012600,1
4324,충청남도공주시신관동,4415012000,1
4325,충청남도공주시신기동,4415011500,1
4326,충청남도공주시신풍면,4415040021,0
4327,충청남도공주시쌍신동,4415012200,1
4328,충청남도공주시오곡동,4415011400,1
4329,충청남도공주시옥룡동,4415010900,1
4330,충청남도공주시우성면,4415038021,0
4331,충청남도공주시웅진동,4415010700,0
4332,충청남도공주시월미동,4415012300,1
4333,충청남도공주시월송동,4415011900,1
4334,충청남도공주시유구읍,4415025023,0
4335,충청남도공주시의당면,4415036026,1
4336,충청남도공주시이인면,4415031021,0
4337,충청남도공주시정안면,4415037021,0
4338,충청남도공주시주미동,4415011200,1
4339,충청남도공주시중동,4415010400,1
4340,충청남도공주시중학동,4415010300,1
4341,충청남도공주시탄천면,4415032021,0
4342,충청남도공주시태봉동,4415011300,0
4343,충청남도금산군군북면,4471034025,1
4344,충청남도금산군금산읍,4471025024,1
4345,충청남도금산군금성면,4471031024,1
4346,충청남도금산군남이면,4471036021,1
4347,충청남도금산군남일면,4471035024,1
4348,충청남도금산군복수면,4471038023,1
4349,충청남도금산군부리면,4471033032,1
4350,충청남도금산군제원면,4471032021,1
4351,충청남도금산군진산면,4471037028,1
4352,충청남도금산군추부면,4471039023,1
4353,충청남도논산시가야곡면,4423040021,1
4354,충청남도논산시강경읍,4423025021,0
4355,충청남도논산시강산동,4423011000,1
4356,충청남도논산시관촉동,4423011100,1
4357,충청남도논산시광석면,4423032021,0
4358,충청남도논산시내동,4423010900,1
4359,충청남도논산시노성면,4423033021,1
4360,충청남도논산시대교동,4423010300,0
4361,충청남도논산시덕지동,4423010800,1
4362,충청남도논산시등화동,4423010600,0
4363,충청남도논산시반월동,4423010200,1
4364,충청남도논산시벌곡면,4423038021,1
4365,충청남도논산시부적면,4423035021,1
4366,충청남도논산시부창동,4423010400,0
4367,충청남도논산시상월면,4423034021,1
4368,충청남도논산시성동면,4423031026,0
4369,충청남도논산시양촌면,4423039021,1
4370,충청남도논산시연무읍,4423025321,1
4371,충청남도논산시연산면,4423036026,1
4372,충청남도논산시은진면,4423041021,1
4373,충청남도논산시지산동,4423010700,1
4374,충청남도논산시채운면,4423042021,0
4375,충청남도논산시취암동,4423010500,1
4376,충청남도논산시화지동,4423010100,0
4377,충청남도당진시고대면,4427031021,0
4378,충청남도당진시구룡동,4427011100,0
4379,충청남도당진시대덕동,4427010700,0
4380,충청남도당진시대호지면,4427033021,0
